AGI	ProbeID	Gene Symbol	Description	PLT1_FC	PLT2_FC	PLT3_FC	PLT4_FC	PLT5_FC	PLT7_FC	QC_1h_FC	QC_4h_FC	PLT1_p	PLT2_p	PLT3_p	PLT4_p	PLT5_p	PLT7_p	QC_1h_p	QC_4h_p	PLT1	PLT2	PLT3	PLT4	PLT5	PLT7	QC_1h_plt	QC_4h_plt
959	AT1G72610	AT1G72610_at	ATGER1 GER1 GLP1	germin-like protein (GLP1)	-2.7	-0.32	-1.9	-2	-1.2	-1.9	0.044	0.063	4.8478495067759e-05	0.0530318774148534	0.00845255660608731	0.00143933406754001	0.0590800755861271	0.00149948002147646	0.998342219233687	0.744793060717776	-1	0	0	-1	0	-1	0	0
960	AT1G72670	AT1G72670_at	iqd8	NA	1.3	0.65	0.68	0.67	0.28	0.99	0.2	0.74	7.60659318996308e-08	0.100807568793062	0.000796202887470253	0.000165663863366089	0.085502978818541	2.17538015227681e-06	0.998342219233687	0.00559939932455836	1	0	0	0	0	1	0	0
961	AT1G72770	AT1G72770_at	HAB1	mutant has ABA hypersensitive inhibition of seed germination; Protein Phosphatase 2C; regulates the activation of the Snf1-related kinase OST1 by abscisic acid.	-0.42	-0.51	-0.48	-0.57	-0.48	-0.94	-0.039	-0.059	0.0151994082436554	0.0309519915951733	0.0266014561138189	0.00310581922087766	0.0156507875134711	2.20630484818756e-05	0.998342219233687	0.853521901440855	0	0	0	0	0	-1	0	0
962	AT1G72900	AT1G72900_at	NA	NA	-0.7	0.42	-0.99	0.34	-0.8	-1.2	-0.17	-0.5	0.039575814558681	0.159953452226816	0.022138613206127	0.382671633939122	0.0387984090442008	0.00141531773254856	0.998342219233687	0.0513880514210677	0	0	0	0	0	-1	0	0
963	AT1G72970	AT1G72970_at	EDA17 HTH	Originally identified as a mutation that causes floral organs to fuse together. About 10-20% of mutants also have defects in ovules. Mutants have reduced fertility most likely as because of fusions that pistil emergence. The protein has similarity to the mandelonitrile lyase family of FAD containing oxidoreductases and is predicted to be secreted (SignalP).It is expressed in all tissue layers of roots, inflorescences, stems, leaves, and flowers and is also expressed in siliques. Expression is highest in inflorescence and flower tissue.Transmission of mutant alleles to the progeny shows non mendelian segregation- a percentage of mutant alleles revert back to a previous parental (e.g. grandparental) wild type allele. It has been suggested that an RNA template driven or other extra-DNA genomic mechanism may be responsible for the non-mendelian inheritance of HTH. Reversion events in alleles at other loci have also been observed to occur in plants with an hth mutant background indicating a genome wide effect.	-1.6	-0.69	-0.48	-0.86	-0.53	-1.5	0.086	0.53	6.07784954670558e-07	0.00893983985936611	0.0727761819875185	0.000592197337855281	0.026887381289854	1.97858865459929e-06	0.998342219233687	0.0284615939846446	-1	-1	0	-1	0	-1	0	0
964	AT1G73100	AT1G73100_at	SDG19 SUVH3	Encodes a SU(VAR)3-9 homolog, a SET domain protein. Known SET  domain proteins are involved in epigenetic control of gene expression and act as histone methyltransferases. There  are 10 SUVH genes in Arabidopsis and members of this subfamily of the SET proteins have  an additional conserved SRA domain.	1.2	0.73	0.55	0.52	0.33	1	0.21	0.3	6.91061305725679e-08	0.0163552216626547	0.00148787971935859	0.000534293398653177	0.0233441855961404	4.07719743737793e-07	0.998342219233687	0.0646974294034436	1	1	0	0	0	1	0	0
965	AT1G73110	AT1G73110_at	NA	NA	-1.6	-0.6	-0.52	-0.63	-0.33	-0.96	-0.068	-0.04	7.97115640787477e-07	0.0261940983728964	0.0549879904474045	0.00744818100527938	0.180789398086448	0.000165883965915829	0.998342219233687	0.899964461242483	-1	0	0	0	0	-1	0	0
966	AT1G73120	AT1G73120_at	NA	NA	-2.4	-1	-1	-1.8	-0.19	-1.7	0.24	0.62	0.000370784420199905	0.0127495516156246	0.194445422776261	0.0071200535989841	0.839227608946873	0.00693049684467518	0.998342219233687	0.107087821596601	-1	-1	0	0	0	0	0	0
967	AT1G73177	AT1G73177_at	APC13 BNS	The BONSAI gene encodes a protein with similarity to the APC13 component of the Anaphase Promoting Complex. Plants with lowered level of BONSAI expression, resulting from hypomethylation, RNAi knock-down, or a T-DNA insertion show some abnormalities in shoot and inflorescence development.	1	0.38	1	1.1	0.81	0.99	0.16	0.35	3.67266515046397e-06	0.0980059335996714	9.57719411454255e-05	5.23248631307363e-06	0.000250683267436652	8.36857955301779e-06	0.998342219233687	0.173341782428781	1	0	1	1	1	1	0	0
968	AT1G73220	AT1G73220_at	AtOCT1 OCT1	NA	-2	0.17	-0.34	-0.87	0.41	-1.6	-0.047	0.045	2.80085336982218e-06	0.437207285727206	0.41427323234854	0.00871045993423831	0.247410095039225	3.6416125823781e-05	0.998342219233687	0.798840586253696	-1	0	0	0	0	-1	0	0
969	AT1G73330	AT1G73330_at	ATDR4 DR4	encodes a plant-specific protease inhibitor-like protein whose transcript level in root disappears in response to progressive drought stress. The decrease in transcript level is independent from abscisic acid level.	-1.2	-0.48	-1.2	-1.3	-0.91	-1.7	0.09	0.1	0.0103175128612444	0.157070607655902	0.040632841171896	0.00860420965194631	0.0796493347541036	0.000992976065998338	0.998342219233687	0.706595659641038	0	0	0	0	0	-1	0	0
970	AT1G73370	AT1G73370_at	ATSUS6 SUS6	Encodes a protein with sucrose synthase activity (SUS6).	-1.1	-0.82	-0.84	-0.57	-0.8	-1	-0.18	-0.39	9.39789281091022e-05	0.0457074186845834	0.00803556281034769	0.0262615660679354	0.00544429503919998	0.000320198199160107	0.998342219233687	0.150296907946697	-1	0	0	0	0	-1	0	0
971	AT1G73470	AT1G73470_at	NA	NA	0.98	0.23	0.33	0.34	0.33	0.47	0.07	0.22	2.01294462322427e-05	0.151107462683441	0.14891189056967	0.072389078681567	0.10800958358856	0.0114436109563321	0.998342219233687	0.263273220498326	1	0	0	0	0	0	0	0
972	AT1G73500	AT1G73500_at	ATMKK9 MKK9	member of MAP Kinase Kinase family. Autophosphorylates and also phosphorylates MPK3 and MPK6. Independently involved in ethylene and calmalexin biosynthesis. Induces transcription of ACS2, ACS6, ERF1, ERF2, ERF5, ERF6, CYP79B2, CYP79B3, CYP71A13 and PAD3.	-0.56	0.14	-0.83	-0.26	-0.75	-1	-0.11	-0.15	0.000735337634808311	0.487159841626915	0.000222396856100983	0.103295077993212	0.000216950833537751	2.01645996617488e-06	0.998342219233687	0.456833476928001	0	0	-1	0	0	-1	0	0
973	AT1G73590	AT1G73590_at	ATPIN1 PIN1	Encodes an auxin efflux carrier involved in shoot and root development. It is involved in the maintenance of embryonic auxin gradients.  Loss of function severely affects organ initiation, pin1 mutants are characterised by an inflorescence meristem that does not initiate any flowers, resulting in the formation of a naked inflorescence stem.  PIN1 is involved in the determination of leaf shape by actively promoting development of leaf margin serrations.  In roots, the protein mainly resides at the basal end of the vascular cells, but weak signals can be detected in the epidermis and the cortex.  Expression levels and polarity of this auxin efflux carrier change during primordium development suggesting that cycles of auxin build-up and depletion accompany, and may direct, different stages of primordium development. PIN1 action on plant development does not strictly require function of PGP1 and PGP19 proteins.	2.3	1.3	1.2	1.5	0.88	1.4	0.38	0.3	1.73594151857079e-08	0.00286085790830001	0.000165160460285913	2.64722755324762e-06	0.00109690595751298	5.33935632870772e-06	0.894588705125248	0.160063790016829	1	1	1	1	1	1	0	0
974	AT1G73600	AT1G73600_at	NA	NA	-1.9	-0.49	-1.1	-1.5	-0.18	-2.3	0.1	0.078	0.00190074762780056	0.413125235394232	0.141564169145486	0.0172263174768397	0.84154070129669	0.000617335673342064	0.998342219233687	0.744793060717776	-1	0	0	0	0	-1	0	0
975	AT1G73602	AT1G73602_at	CPuORF32	Upstream open reading frames (uORFs) are small open reading frames found in the 5' UTR of a mature mRNA, and can potentially mediate translational regulation of the largest, or major, ORF (mORF). CPuORF32 represents a conserved upstream opening reading frame relative to major ORF AT1G73600.1	-1.9	NA	-1.1	-1.5	-0.18	-2.3	0.1	0.078	0.00190074762780056	NA	0.141564169145486	0.0172263174768397	0.84154070129669	0.000617335673342064	0.998342219233687	0.744793060717776	-1	NA	0	0	0	-1	0	0
976	AT1G73620	AT1G73620_at	NA	NA	-0.051	0.34	0.95	0.83	0.19	0.25	0.14	0.23	0.671386179922456	0.309344599566472	5.51725048874217e-06	2.24957164737035e-06	0.150647074151791	0.0259599571071253	0.998342219233687	0.421580597509853	0	0	1	1	0	0	0	0
977	AT1G73680	AT1G73680_at	ALPHA alpha-DOX2	Encodes an alpha dioxygenase.  Recombinant protein catalyzes the conversion of a wide range of fatty acids into 2(R)-hydroperoxy derivatives.	-1.3	-0.63	-0.16	-0.076	-0.078	-0.99	-0.056	-0.081	1.60605778794088e-06	0.0155445893011025	0.534803180886713	0.747879211206698	0.770718458191923	2.44379731550934e-05	0.998342219233687	0.6456586138881	-1	0	0	0	0	-1	0	0
978	AT1G73830	AT1G73830_at	BEE3	NA	-2.4	-0.75	-1.1	-1.1	-0.85	-2.1	-0.034	-0.048	1.02273214350362e-08	0.0169081304449831	0.000543442842430741	6.20643699771386e-05	0.00153339217415159	6.18370311459974e-08	0.998342219233687	0.786872700333979	-1	-1	-1	-1	-1	-1	0	0
979	AT1G73870	AT1G73870_at	BBX16 COL7	NA	-0.68	-1.7	-0.37	-0.66	-0.46	-0.91	-0.15	0.07	0.000289861446376097	0.0140527996933692	0.0706187356492316	0.000620607470488868	0.0140994429800683	2.04657349571962e-05	0.998342219233687	0.773367795682249	0	-1	0	0	0	-1	0	0
980	AT1G73940	AT1G73940_at	NA	NA	1	0.34	0.85	0.8	0.63	0.81	0.16	0.13	1.91187863898406e-07	0.0525580243308274	3.38531613691876e-05	6.88811499087456e-06	0.000197222384453845	3.2219181686089e-06	0.998342219233687	0.423128318075709	1	0	1	0	0	1	0	0
981	AT1G74090	AT1G74090_at	ATSOT18 ATST5B SOT18	encodes a desulfoglucosinolate sulfotransferase, involved in the final step of glucosinolate core structure biosynthesis. Has a broad-substrate specificity with preference with methionine-derived desulfoglucosinolates.	-1.3	-0.49	-0.56	-1.1	-0.49	-1.5	0.084	0.23	3.33807142805903e-05	0.116761926879178	0.0886808851313096	0.000310047820052096	0.0974265558932196	1.2328881920184e-05	0.998342219233687	0.218968867576223	-1	0	0	-1	0	-1	0	0
982	AT1G74100	AT1G74100_at	ATSOT16 ATST5A CORI-7 SOT16	encodes a desulfoglucosinolate sulfotransferase, involved in the final step of glucosinolate core structure biosynthesis. Has a broad-substrate specificity with different desulfoglucosinolates, the best substrate is indole-3-methyl-dsGS, followed by benzyl-dsGS. Expression was induced by wounding, jasmonate and ethylene stimulates.	1.5	0.71	0.62	0.63	0.5	0.17	1.2	1.4	4.70945736943907e-08	0.00599015183779948	0.00286455274684042	0.000572146170043393	0.00594056344676909	0.293845494738879	0.019081978318681	0.00191601857605753	1	1	0	0	0	0	1	1
983	AT1G74110	AT1G74110_at	CYP78A10	member of CYP78A	0.29	1.3	1.1	1.2	0.83	0.4	-0.32	-0.73	0.0822689511312838	0.0243946385600045	4.08950328070609e-05	3.45573500057082e-06	0.000266886900868015	0.0185018071307455	0.998342219233687	0.013228454441	0	0	1	1	1	0	0	0
984	AT1G74240	AT1G74240_at	NA	NA	0.83	0.35	0.44	0.65	0.56	0.69	0.2	0.6	1.3880926705562e-05	0.0894877617036682	0.0173850242413171	0.000277292944827474	0.00189592909492661	0.00010842783897467	0.998342219233687	0.0217267459728197	1	0	0	0	0	0	0	0
985	AT1G74260	AT1G74260_at	PUR4	Encodes formylglycinamidine ribonucleotide synthase an enzyme involved in de novo purine biosynthesis. PUR4 is localizes to the chloroplast and mitochondria. Loss of PUR4 function affects male but not female gametophyte development.	0.71	0.32	0.66	0.83	0.56	0.58	0.12	0.32	1.8201624291041e-06	0.0865044530288717	6.3897776424291e-05	9.22541779440127e-07	0.000122628231586529	1.77207993737188e-05	0.998342219233687	0.0439757169634913	0	0	0	1	0	0	0	0
986	AT1G74310	AT1G74310_at	ATHSP101 HOT1 HSP101	Encodes ClpB1, which belongs to the Casein lytic proteinase/heat shock protein 100 (Clp/Hsp100) family.  Involved in refolding of proteins which form aggregates under heat stress. Also known as AtHsp101.  AtHsp101 is a cytosolic heat shock protein required for acclimation to high temperature.	-0.47	0.038	-0.39	-0.12	-0.78	-1	0.23	0.5	0.0529673460534431	0.880886030181334	0.214395779097234	0.692355357805957	0.00655939472766466	0.000374195637080208	0.998342219233687	0.500763529157922	0	0	0	0	0	-1	0	0
987	AT1G74380	AT1G74380_at	XXT5	NA	-1.1	-0.39	-0.55	-0.79	-0.47	-0.92	-0.023	-0.51	5.2046633390668e-09	0.0474896769135447	0.000178125263174117	8.66463916390543e-07	0.000271279689584259	7.57947196379644e-08	0.998342219233687	0.0435762433965891	-1	0	0	0	0	-1	0	0
988	AT1G74430	AT1G74430_at	ATMYB95 ATMYBCP66 MYB95	Encodes a putative transcription factor (MYB95).	-1.6	-0.56	-0.53	-0.39	-0.27	-1.2	-0.062	-0.061	1.4047527774303e-07	0.0270404560207813	0.0270833638485969	0.0500959946967643	0.225848980685421	4.06935798438564e-06	0.998342219233687	0.838605428189082	-1	0	0	0	0	-1	0	0
989	AT1G74460	AT1G74460_at	NA	NA	-2	-0.071	-1.8	-0.6	-1.2	-2.3	0.042	-0.079	9.46970592944056e-05	0.806462199185901	0.00207882742510034	0.20407223563832	0.0215779606164313	3.42636364537695e-05	0.998342219233687	0.693030139665897	-1	0	0	0	0	-1	0	0
990	AT1G74500	AT1G74500_at	ATBS1 bHLH135 BS1 PRE3 TMO7	Encodes a basic helixloophelix transcription factor that acts downstream of MP in root initiation. TMO7 protein moves  to the hypophysis and to vascular cells, contributing to MP-dependent root formation. Promotes the correct definition of the  hypophysis cell division plane.	1.1	0.97	0.72	0.3	0.47	0.054	0.3	0.53	8.1537032673089e-08	0.0173301597298974	7.93036027173706e-05	0.0150445338589927	0.00114671422129517	0.682707719872689	0.922825304413389	0.0120293071497879	1	1	0	0	0	0	0	0
991	AT1G74560	AT1G74560_at	NRP1	Double nrp1-1 nrp2-1 mutants show arrest of cell cycle progression at G2/M  and disordered cellular organization occurred in root tips. Localize in the nucleus and can form homomeric and heteromeric protein complexes with NRP2. Bind histones Histone2A and Histone2B and associate with chromatin in vivo.	1	0.58	0.8	0.99	0.84	0.91	0.058	0.47	2.75826737557062e-08	0.0167090816839435	9.77912722719946e-06	1.22860941264841e-07	2.24978039856082e-06	1.26863516818608e-07	0.998342219233687	0.0241282718811573	1	0	0	1	1	1	0	0
992	AT1G74590	AT1G74590_at	ATGSTU10 GSTU10	Encodes glutathione transferase belonging to the tau class of GSTs. Naming convention according to Wagner et al. (2002).	-0.65	-0.4	-0.61	-0.0015	-0.43	-1.1	0.093	0.45	0.0176061232671484	0.20818121839169	0.0732791183454699	0.997165397732526	0.163899183952377	0.000614832921727138	0.998342219233687	0.222377251947478	0	0	0	0	0	-1	0	0
993	AT1G74670	AT1G74670_at	GASA6	NA	-5.2	-1.2	-3.1	-2.8	-2.1	-3.5	-0.042	-0.18	8.5362794063131e-05	0.00645532748208589	0.025839243413793	0.017984130985363	0.0874477719930795	0.00298519631059978	0.998342219233687	0.308924949784349	-1	-1	0	0	0	0	0	0
994	AT1G74700	AT1G74700_at	NUZ TRZ1	Encodes a protein with RNAse Z activity suggesting a role in tRNA processing.	1.1	0.54	0.69	0.87	0.69	1	0.15	0.39	1.77362990764519e-08	0.116542170919862	4.08950328070609e-05	6.02446507165223e-07	1.75208135687032e-05	3.74589505808904e-08	0.998342219233687	0.0614550585092123	1	0	0	1	0	1	0	0
995	AT1G74730	AT1G74730_at	NA	NA	-0.89	-0.43	-0.56	-0.45	-0.31	-0.92	-0.032	0.086	4.60529602877267e-06	0.0296432185346903	0.00322273419656716	0.00435777676567957	0.0516535645413605	4.09967684955414e-06	0.998342219233687	0.784618320494881	-1	0	0	0	0	-1	0	0
996	AT1G74740	AT1G74740_at	ATCPK30 CDPK1A CPK30	member of Calcium Dependent Protein Kinase	-1.3	-0.7	-0.82	-0.91	-0.66	-1.3	-0.48	-0.85	5.40830154684371e-07	0.0227147521480977	0.000634416996687779	4.47078837102197e-05	0.00160887602033734	9.97698765297509e-07	0.869268740260624	0.010731255941317	-1	0	-1	-1	0	-1	0	-1
997	AT1G74770	AT1G74770_at	NA	NA	-0.24	-0.7	-0.072	-0.25	-0.084	-0.23	-0.14	-0.044	0.055050175288569	0.0166789914950744	0.725527634282584	0.0662324373871278	0.630716203539727	0.0729439133376826	0.998342219233687	0.81351864913846	0	-1	0	0	0	0	0	0
998	AT1G74790	AT1G74790_at	NA	NA	-0.83	-0.45	0.2	0.1	0.035	-0.28	-0.16	0.13	1.293219636664e-05	0.0564146687304025	0.290498162139013	0.553067208630261	0.881005729810225	0.0526126272401992	0.998342219233687	0.59534764216576	-1	0	0	0	0	0	0	0
999	AT1G74840	AT1G74840_at	NA	NA	-1	-0.65	-0.5	-0.63	-0.36	-0.79	-0.0076	0.028	1.02795903612675e-06	0.0148096885678428	0.00657403555239133	0.000240231319049509	0.0249008888404479	1.74998587480566e-05	0.998342219233687	0.900641649101473	-1	-1	0	0	0	0	0	0
1000	AT1G75100	AT1G75100_at	JAC1	Contains a J-domain at the C-terminus which is similar to the J-domain of auxilin, a clathrin-uncoating factor in cow, yeast and worm. Arabidopsis contains 6 other proteins similar to auxilin.  Expressed in leaves and stems, but not in roots. Localized in the cytoplasm. Required for the chloroplast accumulation response, but not for the avoidance response. No molecular function known.	-1.2	-1.1	-0.62	-0.69	-0.63	-1.1	-0.15	0.015	6.44116516685983e-07	0.00415480803300691	0.00359010627571519	0.000353513959877944	0.00152358712517627	2.62500111209713e-06	0.998342219233687	0.932240514514049	-1	-1	0	0	0	-1	0	0
1001	AT1G75150	AT1G75150_at	NA	NA	0.75	0.0092	0.45	0.37	0.44	1	-0.1	-0.17	0.0022327370093662	0.97109519393281	0.12364717287058	0.13274023620369	0.0957575122351496	0.000190296635209785	0.998342219233687	0.280772064908521	0	0	0	0	0	1	0	0
1002	AT1G75240	AT1G75240_at	AtHB33 HB33 ZHD5	NA	-1	-0.31	0.22	0.12	-0.13	-0.89	-0.0023	0.084	4.46134128898459e-07	0.103330942516875	0.188104570477036	0.401204162177616	0.402814407073428	2.32299536004977e-06	0.998658850963907	0.666726621594395	-1	0	0	0	0	-1	0	0
1003	AT1G75270	AT1G75270_at	DHAR2	NA	-0.88	0.016	-0.49	-0.18	-0.53	-0.75	-0.12	-0.3	0.00105014735835029	0.935354166626725	0.114664793940772	0.548257277970191	0.0555276823333579	0.00410552716878608	0.998342219233687	0.0915288384166263	-1	0	0	0	0	0	0	0
1004	AT1G75280	AT1G75280_at	NA	isoflavone reductase, putative, identical to SP:P52577 Isoflavone reductase homolog P3 (EC 1.3.1.-) {Arabidopsis thaliana}; contains Pfam profile PF02716: isoflavone reductase. Involved in response to oxidative stress.	-1.6	-0.28	-1.1	-0.53	-0.86	-1.3	-0.1	-0.29	0.000180215842822056	0.135946031766938	0.021639952118315	0.179997300647234	0.0405509463413521	0.00157381244290751	0.998342219233687	0.094215225653618	-1	0	0	0	0	-1	0	0
1005	AT1G75388	AT1G75388_at	CPuORF5	Upstream open reading frames (uORFs) are small open reading frames found in the 5' UTR of a mature mRNA, and can potentially mediate translational regulation of the largest, or major, ORF (mORF). CPuORF5 represents a conserved upstream opening reading frame relative to major ORF AT1G75390.1	-1.4	-0.37	-0.74	-0.7	-0.67	-1.5	-0.17	-0.41	1.56401454719013e-05	0.283893694528905	0.0220991806386643	0.0102964575813626	0.0218362086508788	1.50906134706864e-05	0.998342219233687	0.0734901428579354	-1	0	0	0	0	-1	0	0
1006	AT1G75390	AT1G75390_at	AtbZIP44 bZIP44	NA	-1.4	NA	-0.74	-0.7	-0.67	-1.5	-0.17	-0.41	1.56401454719013e-05	NA	0.0220991806386643	0.0102964575813626	0.0218362086508788	1.50906134706864e-05	0.998342219233687	0.0734901428579354	-1	NA	0	0	0	-1	0	0
1007	AT1G75500	AT1G75500_at	UMAMIT5 WAT1	An Arabidopsis thaliana homolog of Medicago truncatula NODULIN21 (MtN21). The gene encodes a plant-specific, predicted integral membrane protein and is a member of the Plant-Drug/Metabolite Exporter (P-DME) family (Transporter Classification number: TC 2.A.7.3).	-1.5	-0.47	-0.87	-0.69	-0.71	-1.5	0.19	-0.59	7.21802941498892e-08	0.0296432185346903	0.000248553873930338	0.000333226990408042	0.000567347984797463	1.14348347295946e-07	0.998342219233687	0.0332787798872838	-1	0	-1	0	0	-1	0	0
1008	AT1G75580	AT1G75580_at	NA	NA	1.9	1	1.5	1.7	1.5	1.7	0.32	0.097	1.64914328555793e-07	0.00570774618533742	5.44606639452624e-05	1.32553892360198e-06	1.54897374831367e-05	9.78043607020104e-07	0.998342219233687	0.845868760201858	1	1	1	1	1	1	0	0
1009	AT1G75590	AT1G75590_at	NA	NA	-0.21	-1	0.13	-0.077	-0.21	-0.18	-0.44	-0.77	0.0711529645888982	0.0183210768234573	0.425975759131414	0.581149435157684	0.108132395728087	0.117175319976232	0.866079056295036	0.0116458921275071	0	-1	0	0	0	0	0	0
1010	AT1G75670	AT1G75670_at	NA	NA	0.96	0.44	0.79	0.98	0.68	0.78	0.1	0.46	1.15136776339896e-06	0.0636005682565759	0.000138837606965197	2.35167807393832e-06	0.000214236199200998	1.29510251554126e-05	0.998342219233687	0.0287302811068154	1	0	0	1	0	0	0	0
1011	AT1G75680	AT1G75680_at	AtGH9B7 GH9B7	NA	-1.2	-0.5	-0.47	-1	-0.47	-0.97	-0.066	-0.43	2.69835533851463e-10	0.0175578809678743	0.000100151889881167	5.59571085596119e-09	3.83913691199418e-05	4.81359369394252e-09	0.998342219233687	0.022921926407814	-1	0	0	-1	0	-1	0	0
1012	AT1G75730	AT1G75730_at	NA	NA	1.1	0.53	0.24	0.16	-0.12	0.67	0.13	-0.19	1.34557211419021e-05	0.0353503605605581	0.347859988499674	0.482021751007702	0.644621992683499	0.00136824364800075	0.998342219233687	0.42118726044454	1	0	0	0	0	0	0	0
